district_name,doc_type,title,url,adopted,source_page,notes
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_8-31-2009.pdf,https://drive.google.com/file/d/1if7cMZNRJxd4YFO24seRBT_n8AUAhVX4/view,,https://drive.google.com/drive/folders/1bxsuy6bnr2N-cD7v3VcAHCgh9oPXNwTa,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_8-5-2003.pdf,https://drive.google.com/file/d/1Sye0TGpBvKyRrpvlEVdofXZMXhkNOjYh/view,,https://drive.google.com/drive/folders/1gSoC-crkSNprc3V69175PZCN_ci44fjt,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_9-10-2007.pdf,https://drive.google.com/file/d/1dsx3uU_vHLt06j0KEAAlQ_hn2POVXs_Z/view,,https://drive.google.com/drive/folders/19Pre_zONm0_25YchJm4tcHoZgze0MRS3,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_9-14-99.pdf,https://drive.google.com/file/d/1d-Npaf8g0BMWybt2DiWv4YxZUAAWsV0y/view,,https://drive.google.com/drive/folders/1Bx8TZZxJXOmy0rQ32rljrsbPceCPD9GW,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_9-15-2000.pdf,https://drive.google.com/file/d/1xHjOv5zkOwW_OknSbgRNamqVuz0p_3wA/view,,https://drive.google.com/drive/folders/1MDfhN_wx7qOq52FyVC7wEkTzsnO60yc2,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_9-21-2004.pdf,https://drive.google.com/file/d/1amD8hZEW3AT5o1sjywW20bq7Bf4yJvmf/view,,https://drive.google.com/drive/folders/15-kYKuq9SAbxmL9j58v9pQ_KX2BgqtG1,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_9-21-2009.pdf,https://drive.google.com/file/d/17y8WVExo6tLUDDm9vRIIYirecMxME-D8/view,,https://drive.google.com/drive/folders/1bxsuy6bnr2N-cD7v3VcAHCgh9oPXNwTa,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_9-25-2006.pdf,https://drive.google.com/file/d/1gJnaLYgYBECxseeCu7639nsFIRWHTgq_/view,,https://drive.google.com/drive/folders/1BQFffePkWmUM5AOJ13YHDxH2XsR3bUqj,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_9-25-2006.pdf,https://drive.google.com/file/d/1j0RKcaSXBOj3L9rxTe6MLPjS65XnhVcY/view,,https://drive.google.com/drive/folders/1BQFffePkWmUM5AOJ13YHDxH2XsR3bUqj,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_9-26-2005.pdf,https://drive.google.com/file/d/1ugBKDSNmx0PHRUUkey74fKPMIdDHuTP-/view,,https://drive.google.com/drive/folders/1yrQ1DL7Wv7oepYESw15p2Tc13AGqFhM4,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_9-29-2008.pdf,https://drive.google.com/file/d/1licMSmW57698_Fbs-FwWpsc44bZo8s9_/view,,https://drive.google.com/drive/folders/1pEIh2bEIbhzMci_jA39EBVGPEaxid_pY,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_DRAFT_2023-1-30.pdf,https://drive.google.com/file/d/16nZWgkxz3HGh5QL8DnUMsu7To5OKU98U/view,,https://drive.google.com/drive/folders/1rud1NlfoRKaV5HD53taEMI0_sEIs0Eud,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,other,SPECIAL MEETING 1999.pdf,https://drive.google.com/file/d/1PwLWj4WBfJyRp7qTGwpOqtx9qtxgMWIk/view,,https://drive.google.com/drive/folders/1Bx8TZZxJXOmy0rQ32rljrsbPceCPD9GW,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,SPECIAL MEETING MINUTES_12-1-13.pdf,https://drive.google.com/file/d/1bPVtxecCnyCslmWztucR-NWuvpwwarG_/view,,https://drive.google.com/drive/folders/1h5lzSdgViQYUkPgxnCKNoNicihk90t_L,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,other,SPECIAL_MEETING_10-23-2000.pdf,https://drive.google.com/file/d/1kwDPbPZG8ZvqVQON8UROwLJCpnq9uFpz/view,,https://drive.google.com/drive/folders/1MDfhN_wx7qOq52FyVC7wEkTzsnO60yc2,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,other,SPECIAL_MEETING_6-15-2009.pdf,https://drive.google.com/file/d/1FN2a_Z477XwOcF2IMmq59qBiyzt8o3v5/view,,https://drive.google.com/drive/folders/1bxsuy6bnr2N-cD7v3VcAHCgh9oPXNwTa,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,other,SPECIAL_MEETING_9-9-2003.pdf,https://drive.google.com/file/d/1WalFJliuyjHpDLsIU-N3GqUDg78PxvGG/view,,https://drive.google.com/drive/folders/1gSoC-crkSNprc3V69175PZCN_ci44fjt,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,SPECIAL_MEETING_MINUTES_APPROVED_5-16-2005.pdf,https://drive.google.com/file/d/1LXVF5WiIINChR9bhy-4krDmJOp_Hpy6L/view,,https://drive.google.com/drive/folders/1yrQ1DL7Wv7oepYESw15p2Tc13AGqFhM4,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,minutes_2014-01-13.pdf,https://drive.google.com/file/d/1EtaORL4Nqm2asqS6Hil2iQFTO6EecMWK/view,,https://drive.google.com/drive/folders/1eArDlf3UVODTfBBHlB-E783hcbcwHFo9,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,minutes_2014-01-27.pdf,https://drive.google.com/file/d/1z3jznrcy_Rb9UKP_Hq673MEA9aEk-YiA/view,,https://drive.google.com/drive/folders/1eArDlf3UVODTfBBHlB-E783hcbcwHFo9,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,minutes_2014-02-10.pdf,https://drive.google.com/file/d/1QZ84hAGjXleH37i-a8HSZiD19kDR5s9_/view,,https://drive.google.com/drive/folders/1eArDlf3UVODTfBBHlB-E783hcbcwHFo9,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,minutes_2014-03-24.pdf,https://drive.google.com/file/d/1P7dnJyOydGJQQa6le2xfHUsrokbQllto/view,,https://drive.google.com/drive/folders/1eArDlf3UVODTfBBHlB-E783hcbcwHFo9,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,minutes_2014-04-02.pdf,https://drive.google.com/file/d/1InisA5SKUmfBxPwOk7f0LdcOANRKhDTU/view,,https://drive.google.com/drive/folders/1eArDlf3UVODTfBBHlB-E783hcbcwHFo9,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,minutes_2014-04-30.pdf,https://drive.google.com/file/d/10Cd4W4-tMlSTEiF6RzDzxgBOtcM8uc0z/view,,https://drive.google.com/drive/folders/1eArDlf3UVODTfBBHlB-E783hcbcwHFo9,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,minutes_2014-05-19.pdf,https://drive.google.com/file/d/1pUjk8p9Peuy-o5-pJFSGIfXAFPepN4d7/view,,https://drive.google.com/drive/folders/1eArDlf3UVODTfBBHlB-E783hcbcwHFo9,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,minutes_2014-05-5.pdf,https://drive.google.com/file/d/12psQmWjf_ea0463-beBR4rlba7oQB7cv/view,,https://drive.google.com/drive/folders/1eArDlf3UVODTfBBHlB-E783hcbcwHFo9,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,minutes_2014-06-2.pdf,https://drive.google.com/file/d/1qqMf2VcMyB8fV2QR0nQJDKumB030zlOg/view,,https://drive.google.com/drive/folders/1eArDlf3UVODTfBBHlB-E783hcbcwHFo9,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,minutes_2014-07-14.pdf,https://drive.google.com/file/d/16Xagy9XgW5XVT5a-1JPimMEKBeJrLt-2/view,,https://drive.google.com/drive/folders/1eArDlf3UVODTfBBHlB-E783hcbcwHFo9,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,minutes_2014-07-21.pdf,https://drive.google.com/file/d/1Ky42jRv7ssmkXvwefDJV6rqsBxH3yi_J/view,,https://drive.google.com/drive/folders/1eArDlf3UVODTfBBHlB-E783hcbcwHFo9,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,minutes_2014-09-15.pdf,https://drive.google.com/file/d/1TLF9K4aj18nRICbv8TTkLnls3EwntjZ7/view,,https://drive.google.com/drive/folders/1eArDlf3UVODTfBBHlB-E783hcbcwHFo9,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,minutes_2014-10-20.pdf,https://drive.google.com/file/d/1XP88iXvTQguD9ET9JvGPyPM_i_rYXT3P/view,,https://drive.google.com/drive/folders/1eArDlf3UVODTfBBHlB-E783hcbcwHFo9,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,minutes_2014-11-24.pdf,https://drive.google.com/file/d/1AHJyOiD4v92Sy0nI6rF9ApEnTCnt-wEk/view,,https://drive.google.com/drive/folders/1eArDlf3UVODTfBBHlB-E783hcbcwHFo9,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,minutes_2014-12-16.pdf,https://drive.google.com/file/d/1HHF9kKFQqEm3spgIzQTzvT23Zno9JwrE/view,,https://drive.google.com/drive/folders/1eArDlf3UVODTfBBHlB-E783hcbcwHFo9,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,minutes_2015-01-26.pdf,https://drive.google.com/file/d/1LWUSKIFMm_KU5VOU8khutjFsUcuI4MO3/view,,https://drive.google.com/drive/folders/1P3RNv7WOo_9k5lQV4hSC1NZU8hio6PxS,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,minutes_2015-03-17.pdf,https://drive.google.com/file/d/1SCtfN9YDzU5U7hdzq2-okP4DoZaJJi5r/view,,https://drive.google.com/drive/folders/1P3RNv7WOo_9k5lQV4hSC1NZU8hio6PxS,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,minutes_2015-06-16.pdf,https://drive.google.com/file/d/1iJFhlL7l4DLh8FtkpM9EJ8MFKCPsXK3_/view,,https://drive.google.com/drive/folders/1P3RNv7WOo_9k5lQV4hSC1NZU8hio6PxS,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,minutes_2015-07-20.pdf,https://drive.google.com/file/d/1ojDjg0RIJcqL4TJOFkb0-Lc-ynDrqMJa/view,,https://drive.google.com/drive/folders/1P3RNv7WOo_9k5lQV4hSC1NZU8hio6PxS,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,minutes_2015-08-10.pdf,https://drive.google.com/file/d/1iMMiUMkjpTa89TivLCuCt7LYlRvDzzzq/view,,https://drive.google.com/drive/folders/1P3RNv7WOo_9k5lQV4hSC1NZU8hio6PxS,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,minutes_2015-09-21.pdf,https://drive.google.com/file/d/1U4gF1HmWDKsd6qM855fWctLShsc32ygC/view,,https://drive.google.com/drive/folders/1P3RNv7WOo_9k5lQV4hSC1NZU8hio6PxS,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,minutes_2015-10-19.pdf,https://drive.google.com/file/d/1CKlBp3jdE86XMlSjsxD-odzGU_HlChI0/view,,https://drive.google.com/drive/folders/1P3RNv7WOo_9k5lQV4hSC1NZU8hio6PxS,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,minutes_2015-10-5.pdf,https://drive.google.com/file/d/1PKQuTmnPCNLngmUng6BHzs082B6w1A-2/view,,https://drive.google.com/drive/folders/1P3RNv7WOo_9k5lQV4hSC1NZU8hio6PxS,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,minutes_2015-11-16.pdf,https://drive.google.com/file/d/1oz2U12sJqiA-yxtPd_vHvb6vyJ_lHH63/view,,https://drive.google.com/drive/folders/1P3RNv7WOo_9k5lQV4hSC1NZU8hio6PxS,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,minutes_2015-12-7.pdf,https://drive.google.com/file/d/1w-MvXExwNBVBLo_4vQL5-Cf9DgT65W9U/view,,https://drive.google.com/drive/folders/1P3RNv7WOo_9k5lQV4hSC1NZU8hio6PxS,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,minutes_2016-01-04.pdf,https://drive.google.com/file/d/1pr9Egjb8Kq-r5askOb8Rf7YHTtvNI3Up/view,,https://drive.google.com/drive/folders/1-A9ilCu2cRimNPDoEvr5PB8L8xF-Lpv_,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,minutes_2016-01-25.pdf,https://drive.google.com/file/d/1G7nGXEuQ1XbJBF7Q7F5UuYN5TWHICm1F/view,,https://drive.google.com/drive/folders/1-A9ilCu2cRimNPDoEvr5PB8L8xF-Lpv_,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,minutes_2016-02-08.pdf,https://drive.google.com/file/d/1hZJUl4ZzxaV7ledW2agHfrZwyOxDkCnM/view,,https://drive.google.com/drive/folders/1-A9ilCu2cRimNPDoEvr5PB8L8xF-Lpv_,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,minutes_2016-02-22.pdf,https://drive.google.com/file/d/1cZtNVWT5plGyakTKxKR-rIlh9skS8dn4/view,,https://drive.google.com/drive/folders/1-A9ilCu2cRimNPDoEvr5PB8L8xF-Lpv_,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,minutes_2016-03-28.pdf,https://drive.google.com/file/d/1aog9b7Cr9gzXRiGNNGxIq65xbs7O8lbU/view,,https://drive.google.com/drive/folders/1-A9ilCu2cRimNPDoEvr5PB8L8xF-Lpv_,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,minutes_2016-04-26.pdf,https://drive.google.com/file/d/1Pin6_YtITMznermBVVHcjtPWHWfhYgEK/view,,https://drive.google.com/drive/folders/1-A9ilCu2cRimNPDoEvr5PB8L8xF-Lpv_,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,minutes_2016-05-16.pdf,https://drive.google.com/file/d/1CDvJiFchQFdtWeBFmzmapSbXh8YAcVW4/view,,https://drive.google.com/drive/folders/1-A9ilCu2cRimNPDoEvr5PB8L8xF-Lpv_,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,minutes_2016-06-13.pdf,https://drive.google.com/file/d/1uvoEYBQRQxMt9-fO7ftdJi2CpSYaseB_/view,,https://drive.google.com/drive/folders/1-A9ilCu2cRimNPDoEvr5PB8L8xF-Lpv_,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,minutes_2016-07-25.pdf,https://drive.google.com/file/d/1PvJnsUpOUBgI3kyvR7aPmF_lcJV8bIDE/view,,https://drive.google.com/drive/folders/1-A9ilCu2cRimNPDoEvr5PB8L8xF-Lpv_,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,minutes_2016-09-19.pdf,https://drive.google.com/file/d/1b9PgpBJ2yCH7tV0c4GI3rZHLPHzBFI8Y/view,,https://drive.google.com/drive/folders/1-A9ilCu2cRimNPDoEvr5PB8L8xF-Lpv_,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,minutes_2016-10-17.pdf,https://drive.google.com/file/d/1TDyq2J2bKTMyMx_5ubpGrnshh2eo7an9/view,,https://drive.google.com/drive/folders/1-A9ilCu2cRimNPDoEvr5PB8L8xF-Lpv_,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,minutes_2016-11-14.pdf,https://drive.google.com/file/d/1CU9UmOxi1CwVyKLvpzpRjHgnW_C2L2Cr/view,,https://drive.google.com/drive/folders/1-A9ilCu2cRimNPDoEvr5PB8L8xF-Lpv_,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Royalton Fire District 1,policy,Royalton Fire District #1 Rules and Regulations (approved and signed),https://webgen1files1.revize.com/royaltonvt/Final%20Approved%20and%20Signed%20Rules%20and%20Regulations%201.9.23.pdf,2023-01-09,https://www.royaltonvt.gov/documents_and_reports/index.php,Supplied by the project lead.
Sherburne Fire District 1,minutes,"SFD #1 Prudential Committee Meeting Minutes, April 16, 2026",https://drive.google.com/file/d/1sLAUo970sJ04GKu5yjBrLn1iesVYKl2d/view,2026-04-16,https://www.sfd1.org/,Supplied by the project lead. 2 pp; date read from the PDF itself.
Sherburne Fire District 1,minutes,"SFD #1 Prudential Committee Meeting Minutes, August 13, 2026",https://drive.google.com/file/d/1wHFeWGCnPVkXyILzYEDVqbCSW8btJixS/view,2026-08-13,https://www.sfd1.org/,Supplied by the project lead. 2 pp; date read from the PDF itself.
Sherburne Fire District 1,minutes,"SFD #1 Prudential Committee Meeting Minutes, January 22, 2026",https://drive.google.com/file/d/1T5KY6A7Z3u95stAb0ygicWqMCJxquxpw/view,2026-01-22,https://www.sfd1.org/,Supplied by the project lead. 2 pp; date read from the PDF itself.
Sherburne Fire District 1,minutes,"SFD #1 Prudential Committee Meeting Minutes, June 30, 2026",https://drive.google.com/file/d/1cI-B0l6PyMjUvhjFkgZUmtjUmaH3xeny/view,2026-06-30,https://www.sfd1.org/,Supplied by the project lead. 2 pp; date read from the PDF itself.
South Alburgh Fire District 2,annual_report,SAFD#2 Annual Report 2025,http://www.safd2.org/wp-content/uploads/2025/08/SAFD2-Annual-Report-2025.pdf,,http://www.safd2.org/,Found by automated discovery on the district's own website.
South Alburgh Fire District 2,bylaws,SAFD#2 BY-LAWS,http://www.safd2.org/wp-content/uploads/2025/02/SAFD2-BY-LAWS.pdf,,http://www.safd2.org/,Found by automated discovery on the district's own website.
South Alburgh Fire District 2,ccr,SAFD#2 Consumer Confidence Report 2025,http://www.safd2.org/wp-content/uploads/2026/06/SAFD2-Consumer-CR-2025.pdf,,http://www.safd2.org/,Found by automated discovery on the district's own website.
South Alburgh Fire District 2,other,SAFD#2 LONG RANGE PLAN,http://www.safd2.org/wp-content/uploads/2025/02/SAFD2-LONG-RANGE-PLAN-1.pdf,,http://www.safd2.org/,Found by automated discovery on the district's own website.
Wallingford Fire District 1,rates,2025- 2026 Lodge Rates and Facts,https://www.wallingfordvt.com/wp-content/uploads/2023/03/2025-2026-Lodge-Rates-and-Facts.pdf,,https://www.wallingfordvt.com/boards-minutes/fire-district-1/,Found by automated discovery on the district's own website.
Wallingford Fire District 1,rates,2027 Lodge Rates and Information,https://www.wallingfordvt.com/wp-content/uploads/2025/05/PDF-2027-lodge-rates.pdf,,https://www.wallingfordvt.com/boards-minutes/fire-district-1/,Found by automated discovery on the district's own website.
Wallingford Fire District 1,annual_report,Wallingford Fire District No. 1 Annual Report,https://www.wallingfordvt.com/wp-content/uploads/2020/03/FD1AnnualReportFull.pdf,2020-03,https://www.wallingfordvt.com/boards-minutes/fire-district-1/,Full annual report including water and wastewater operations.
Wilmington Water District,ccr,Consumer Confidence Report 2021,https://wilmingtonvermont.us/wp-content/uploads/2022/05/Consumer-Confidence-Report-2021.pdf,,https://wilmingtonvermont.us/departments/water-department/,Found by automated discovery on the district's own website.
Wilmington Water District,ccr,Consumer Confidence Report 2022,https://wilmingtonvermont.us/wp-content/uploads/2023/04/Consumer-Confidence-Report-2022.pdf,,https://wilmingtonvermont.us/departments/water-department/,Found by automated discovery on the district's own website.
Wilmington Water District,ccr,Consumer Confidence Report 2023,https://wilmingtonvermont.us/wp-content/uploads/2024/05/Consumer-Confidence-Report-2023.pdf,,https://wilmingtonvermont.us/departments/water-department/,Found by automated discovery on the district's own website.
Wilmington Water District,ccr,Consumer Confidence Report 2024,https://wilmingtonvermont.us/wp-content/uploads/2025/04/Consumer-Confidence-Report-2024.pdf,,https://wilmingtonvermont.us/departments/water-department/,Found by automated discovery on the district's own website.
Wilmington Water District,ccr,Consumer Confidence Report 2025,https://wilmingtonvermont.us/wp-content/uploads/2026/03/Consumer-Confidence-Report-2025.pdf,,https://wilmingtonvermont.us/departments/water-department/,Found by automated discovery on the district's own website.
